ID,Category,Latitude,Longitude
SLD_03001,Landslide,11.25,76.665278
SLD_03002,Landslide,11.250197,76.143406
SLD_03003,Landslide,11.250644,76.140344
SLD_03004,Landslide,11.250753,76.133883
SLD_03005,Landslide,11.25106,76.13881
SLD_03006,Landslide,11.251086,76.1388
SLD_03007,Landslide,11.251667,76.691111
SLD_03008,Landslide,11.25171,76.181
SLD_03009,Landslide,11.251944,76.626944
SLD_03010,Landslide,11.251983,76.141508
SLD_03011,Landslide,11.252528,76.099139
SLD_03012,Landslide,11.253333,76.626111
SLD_03013,Landslide,11.254444,76.626667
SLD_03014,Landslide,11.254444,76.626667
SLD_03015,Landslide,11.254722,76.6275
SLD_03016,Landslide,11.255278,76.628611
SLD_03017,Landslide,11.255647,76.140431
SLD_03018,Landslide,11.255661,76.140269
SLD_03019,Landslide,11.255972,76.135144
SLD_03020,Landslide,11.256389,76.631389
SLD_03021,Landslide,11.257603,76.139097
SLD_03022,Landslide,11.257608,76.258714
SLD_03023,Landslide,11.258333,76.619444
SLD_03024,Landslide,11.258611,76.574444
SLD_03025,Landslide,11.26152,76.13833
SLD_03026,Landslide,11.26155,76.138336
SLD_03027,Landslide,11.261864,76.138353
SLD_03028,Landslide,11.26246,76.11503
SLD_03029,Landslide,11.263214,76.114975
SLD_03030,Landslide,11.265792,76.112658
SLD_03031,Landslide,11.266814,76.090939
SLD_03032,Landslide,11.266885,76.110803
SLD_03033,Landslide,11.27061,76.14651
SLD_03034,Landslide,11.271553,76.116892
SLD_03035,Landslide,11.271806,76.131028
SLD_03036,Landslide,11.27212,76.15036
SLD_03037,Landslide,11.272246,76.095465
SLD_03038,Landslide,11.272253,76.129928
SLD_03039,Landslide,11.272404,76.097809
SLD_03040,Landslide,11.2726,76.14928
SLD_03041,Landslide,11.275,76.123
SLD_03042,Landslide,11.275861,76.088361
SLD_03043,Landslide,11.275861,76.088361
SLD_03044,Landslide,11.275861,76.087778
SLD_03045,Landslide,11.275861,76.087222
SLD_03046,Landslide,11.275869,76.086897
SLD_03047,Landslide,11.27603,76.14553
SLD_03048,Landslide,11.276033,76.145531
SLD_03049,Landslide,11.276042,76.087517
SLD_03050,Landslide,11.276111,76.621111
SLD_03051,Landslide,11.276556,76.135058
SLD_03052,Landslide,11.278033,76.140303
SLD_03053,Landslide,11.278622,76.116367
SLD_03054,Landslide,11.280036,76.125064
SLD_03055,Landslide,11.280556,76.651111
SLD_03056,Landslide,11.280833,76.656667
SLD_03057,Landslide,11.281389,76.658611
SLD_03058,Landslide,11.282696,76.092205
SLD_03059,Landslide,11.282728,76.089281
SLD_03060,Landslide,11.283233,76.08965
SLD_03061,Landslide,11.283333,76.65
SLD_03062,Landslide,11.283614,76.0912
SLD_03063,Landslide,11.284139,76.076333
SLD_03064,Landslide,11.284139,76.076333
SLD_03065,Landslide,11.284369,76.151261
SLD_03066,Landslide,11.284369,76.151261
SLD_03067,Landslide,11.284722,76.579167
SLD_03068,Landslide,11.285,76.575556
SLD_03069,Landslide,11.286111,76.690278
SLD_03070,Landslide,11.288056,76.585278
SLD_03071,Landslide,11.288333,76.668333
SLD_03072,Landslide,11.288889,76.578611
SLD_03073,Landslide,11.289722,76.646667
SLD_03074,Landslide,11.291667,76.575
SLD_03075,Landslide,11.292778,76.581667
SLD_03076,Landslide,11.293611,76.679722
SLD_03077,Landslide,11.293611,76.679722
SLD_03078,Landslide,11.2937,76.0504
SLD_03079,Landslide,11.293778,76.050417
SLD_03080,Landslide,11.295278,76.049333
SLD_03081,Landslide,11.295833,76.595833
SLD_03082,Landslide,11.296111,76.679444
SLD_03083,Landslide,11.2965,76.087589
SLD_03084,Landslide,11.300098,76.056775
SLD_03085,Landslide,11.301528,76.094389
SLD_03086,Landslide,11.302222,76.688611
SLD_03087,Landslide,11.302222,76.647778
SLD_03088,Landslide,11.3025,76.69
SLD_03089,Landslide,11.302778,76.745833
SLD_03090,Landslide,11.303025,76.05896
SLD_03091,Landslide,11.303611,76.731667
SLD_03092,Landslide,11.303889,76.631944
SLD_03093,Landslide,11.3041,76.0441
SLD_03094,Landslide,11.304167,76.681944
SLD_03095,Landslide,11.305278,76.626111
SLD_03096,Landslide,11.3065,76.0442
SLD_03097,Landslide,11.308333,76.653056
SLD_03098,Landslide,11.308333,76.623611
SLD_03099,Landslide,11.309722,76.748611
SLD_03100,Landslide,11.309722,76.6575
SLD_03101,Landslide,11.310278,76.642778
SLD_03102,Landslide,11.310556,76.661944
SLD_03103,Landslide,11.3114,76.0335
SLD_03104,Landslide,11.311417,76.033556
SLD_03105,Landslide,11.311667,76.691111
SLD_03106,Landslide,11.311667,76.661944
SLD_03107,Landslide,11.311944,76.625556
SLD_03108,Landslide,11.311944,76.698056
SLD_03109,Landslide,11.312778,76.712222
SLD_03110,Landslide,11.3131,76.114791
SLD_03111,Landslide,11.313106,76.115744
SLD_03112,Landslide,11.313611,76.648333
SLD_03113,Landslide,11.313686,76.115844
