ID,Category,Latitude,Longitude
SLD_13001,Background,12.78642,74.897248
SLD_13002,Background,16.991738,73.608417
SLD_13003,Background,11.598406,75.715948
SLD_13004,Background,17.566228,73.798689
SLD_13005,Background,12.865105,75.651512
SLD_13006,Background,15.837076,74.929308
SLD_13007,Background,14.924821,75.107101
SLD_13008,Background,11.85834,76.763607
SLD_13009,Background,11.621698,75.966752
SLD_13010,Background,16.080089,73.787471
SLD_13011,Background,15.686801,74.586491
SLD_13012,Background,16.990427,73.704335
SLD_13013,Background,12.881539,75.298209
SLD_13014,Background,9.701112,77.004971
SLD_13015,Background,18.027786,74.05427
SLD_13016,Background,9.257712,76.63561
SLD_13017,Background,9.738567,76.58111
SLD_13018,Background,9.894127,77.735443
SLD_13019,Background,12.92282,76.00767
SLD_13020,Background,18.052726,73.929336
SLD_13021,Background,18.115322,73.826919
SLD_13022,Background,17.143984,74.048668
SLD_13023,Background,13.38446,75.458835
SLD_13024,Background,14.124306,74.952431
SLD_13025,Background,9.362288,76.715507
SLD_13026,Background,14.169879,75.156488
SLD_13027,Background,18.758325,73.218496
SLD_13028,Background,17.806275,73.979313
SLD_13029,Background,8.81364,77.403673
SLD_13030,Background,9.36983,77.457282
SLD_13031,Background,14.166583,75.323729
SLD_13032,Background,10.686787,77.522558
SLD_13033,Background,9.277466,76.601984
SLD_13034,Background,11.710553,76.778245
SLD_13035,Background,10.149139,77.81972
SLD_13036,Background,9.555807,76.815439
SLD_13037,Background,13.158578,75.834599
SLD_13038,Background,17.675267,74.003333
SLD_13039,Background,16.008825,73.775385
SLD_13040,Background,9.320678,76.899484
SLD_13041,Background,18.563019,73.15754
SLD_13042,Background,10.132695,77.658163
SLD_13043,Background,14.838928,74.795373
SLD_13044,Background,18.835995,73.444072
SLD_13045,Background,13.238397,74.884301
SLD_13046,Background,12.884275,74.845503
SLD_13047,Background,9.392966,76.532598
SLD_13048,Background,11.788374,75.838559
SLD_13049,Background,17.578367,73.959323
SLD_13050,Background,10.909311,76.2818
SLD_13051,Background,14.758399,74.975247
SLD_13052,Background,17.284637,73.701015
SLD_13053,Background,10.273133,76.880007
SLD_13054,Background,14.432787,74.830974
SLD_13055,Background,12.464994,76.086822
SLD_13056,Background,16.459247,73.367007
SLD_13057,Background,12.958437,75.428335
SLD_13058,Background,17.329763,73.457405
SLD_13059,Background,17.292091,73.386093
SLD_13060,Background,16.115426,74.602388
SLD_13061,Background,15.178488,74.325756
SLD_13062,Background,10.831813,77.426244
SLD_13063,Background,13.798175,75.019111
SLD_13064,Background,13.596103,75.091257
SLD_13065,Background,11.822858,76.935966
SLD_13066,Background,10.838839,77.511963
SLD_13067,Background,13.941568,75.15358
SLD_13068,Background,18.038201,73.506067
SLD_13069,Background,11.109758,76.630039
SLD_13070,Background,8.842587,77.254921
SLD_13071,Background,11.7577,76.447154
SLD_13072,Background,18.942095,73.90464
SLD_13073,Background,14.957666,75.04826
SLD_13074,Background,15.726051,73.869934
SLD_13075,Background,13.131671,75.57532
SLD_13076,Background,11.039384,76.390192
SLD_13077,Background,15.387226,74.426157
SLD_13078,Background,14.470357,74.893005
SLD_13079,Background,16.694246,74.321736
