ID,Category,Latitude,Longitude
SLD_10001,Background,9.800553,76.717481
SLD_10002,Background,14.616034,74.724189
SLD_10003,Background,9.593491,77.322193
SLD_10004,Background,15.435747,74.545445
SLD_10005,Background,13.848346,75.048794
SLD_10006,Background,12.745033,74.872387
SLD_10007,Background,9.291364,76.435034
SLD_10008,Background,15.199566,74.094003
SLD_10009,Background,13.84942,74.830131
SLD_10010,Background,18.306866,73.701592
SLD_10011,Background,12.086515,76.787232
SLD_10012,Background,13.466719,75.870811
SLD_10013,Background,15.12217,74.400055
SLD_10014,Background,11.94673,75.39727
SLD_10015,Background,14.552074,74.378576
SLD_10016,Background,14.709854,74.57476
SLD_10017,Background,17.47083,74.003489
SLD_10018,Background,10.949643,77.140387
SLD_10019,Background,10.159522,76.971011
SLD_10020,Background,13.426512,75.893814
SLD_10021,Background,10.673683,76.655496
SLD_10022,Background,16.501082,73.884276
SLD_10023,Background,18.241009,73.509506
SLD_10024,Background,14.645861,75.003001
SLD_10025,Background,11.045082,77.420598
SLD_10026,Background,13.965056,75.516212
SLD_10027,Background,18.505029,73.697747
SLD_10028,Background,9.683672,76.834094
SLD_10029,Background,15.435353,74.484304
SLD_10030,Background,11.966058,76.390628
SLD_10031,Background,14.576263,75.27736
SLD_10032,Background,14.496751,74.626081
SLD_10033,Background,14.489842,75.406736
SLD_10034,Background,11.692339,75.748526
SLD_10035,Background,10.095996,77.917732
SLD_10036,Background,10.421246,77.448637
SLD_10037,Background,17.479359,73.691395
SLD_10038,Background,11.159894,76.69897
SLD_10039,Background,14.727833,74.530307
SLD_10040,Background,12.329206,76.366715
SLD_10041,Background,13.755392,75.161575
SLD_10042,Background,14.174476,74.692662
SLD_10043,Background,9.263701,77.312676
SLD_10044,Background,15.295495,74.518914
SLD_10045,Background,13.701681,75.424267
SLD_10046,Background,13.39007,75.026292
SLD_10047,Background,13.54273,75.812347
SLD_10048,Background,11.50406,76.741313
SLD_10049,Background,12.781031,74.950109
SLD_10050,Background,15.885615,74.496948
SLD_10051,Background,11.513585,76.451313
SLD_10052,Background,10.761583,76.872982
SLD_10053,Background,8.874658,77.452545
SLD_10054,Background,9.593457,77.105886
SLD_10055,Background,11.653263,76.053334
SLD_10056,Background,15.541527,74.819082
SLD_10057,Background,18.212149,73.869533
SLD_10058,Background,14.002259,75.304259
SLD_10059,Background,12.635477,74.986978
SLD_10060,Background,10.031831,76.401155
SLD_10061,Background,17.356017,74.157145
SLD_10062,Background,16.32926,74.189765
SLD_10063,Background,11.132645,76.426871
SLD_10064,Background,9.861527,77.846798
SLD_10065,Background,18.108638,73.114616
SLD_10066,Background,13.188546,75.685992
SLD_10067,Background,15.402314,74.776676
SLD_10068,Background,18.361483,74.090407
SLD_10069,Background,9.679104,77.306516
SLD_10070,Background,13.103504,75.12023
SLD_10071,Background,11.161326,76.868659
SLD_10072,Background,10.078425,76.914739
SLD_10073,Background,15.061273,74.766692
SLD_10074,Background,19.09677,74.0418
SLD_10075,Background,14.849344,74.414916
SLD_10076,Background,10.721042,77.078702
SLD_10077,Background,14.879691,74.235722
SLD_10078,Background,17.962237,73.055059
SLD_10079,Background,9.407871,77.120195
SLD_10080,Background,9.444542,77.097108
SLD_10081,Background,18.863895,73.103118
SLD_10082,Background,17.112598,73.87234
SLD_10083,Background,14.057599,74.778584
SLD_10084,Background,9.830004,77.759023
SLD_10085,Background,10.661055,76.709615
SLD_10086,Background,11.806935,75.732562
SLD_10087,Background,13.971952,75.189703
SLD_10088,Background,14.153371,75.019863
SLD_10089,Background,14.568704,75.360415
SLD_10090,Background,11.612927,76.18977
SLD_10091,Background,15.276267,74.154389
SLD_10092,Background,10.127348,77.577855
SLD_10093,Background,17.454004,74.057046
SLD_10094,Background,9.264349,77.258612
SLD_10095,Background,9.232867,77.235786
SLD_10096,Background,14.403331,75.265024
SLD_10097,Background,14.948438,74.262574
SLD_10098,Background,10.124083,77.656757
SLD_10099,Background,8.335009,77.269093
SLD_10100,Background,11.230053,76.895512
SLD_10101,Background,18.517117,73.723169
SLD_10102,Background,8.763963,77.52012
SLD_10103,Background,13.099391,76.152363
SLD_10104,Background,10.534651,76.832503
SLD_10105,Background,16.235535,74.702805
SLD_10106,Background,12.162222,76.70059
SLD_10107,Background,9.129733,76.818233
SLD_10108,Background,17.494803,74.177915
SLD_10109,Background,13.954011,75.638378
SLD_10110,Background,8.628464,77.129461
SLD_10111,Background,14.083385,75.755277
SLD_10112,Background,17.210071,73.613821
SLD_10113,Background,14.635626,74.496087
SLD_10114,Background,10.633138,76.892877
SLD_10115,Background,9.286056,76.524426
SLD_10116,Background,9.416308,76.818111
SLD_10117,Background,14.877709,74.429071
SLD_10118,Background,16.616892,73.398356
SLD_10119,Background,11.042088,76.715153
SLD_10120,Background,10.386809,77.787397
SLD_10121,Background,13.812766,75.491419
SLD_10122,Background,8.92834,77.334133
SLD_10123,Background,14.852198,75.014619
SLD_10124,Background,8.634402,77.201467
SLD_10125,Background,10.089541,76.804743
SLD_10126,Background,15.062947,74.667268
SLD_10127,Background,17.723612,73.827415
SLD_10128,Background,10.234427,76.461716
SLD_10129,Background,14.37799,74.944079
SLD_10130,Background,10.305853,77.149724
SLD_10131,Background,16.008446,73.855245
SLD_10132,Background,10.593073,77.100492
SLD_10133,Background,13.842743,74.890924
SLD_10134,Background,14.609351,75.017594
SLD_10135,Background,15.956432,73.739991
SLD_10136,Background,8.933731,77.363775
SLD_10137,Background,13.626322,74.953046
SLD_10138,Background,9.386902,77.319223
SLD_10139,Background,15.156384,74.691709
SLD_10140,Background,11.566539,75.702071
SLD_10141,Background,12.379183,76.196839
SLD_10142,Background,14.996994,74.18757
SLD_10143,Background,13.910022,74.992009
SLD_10144,Background,17.767286,73.244039
SLD_10145,Background,11.784341,76.521621
SLD_10146,Background,10.331267,77.259888
SLD_10147,Background,12.728941,75.99967
SLD_10148,Background,18.462393,73.446938
SLD_10149,Background,11.319578,77.084683
SLD_10150,Background,10.934701,77.618489
SLD_10151,Background,14.792121,75.154605
SLD_10152,Background,18.098554,73.585684
SLD_10153,Background,9.595106,77.539884
SLD_10154,Background,10.438211,77.580918
SLD_10155,Background,11.113545,75.984452
SLD_10156,Background,13.349942,75.341911
SLD_10157,Background,13.16781,75.665699
SLD_10158,Background,9.690927,76.457652
SLD_10159,Background,14.150319,75.56784
SLD_10160,Background,10.212247,76.318463
SLD_10161,Background,14.674091,74.983474
SLD_10162,Background,9.232542,76.616076
SLD_10163,Background,9.356876,77.600972
SLD_10164,Background,9.370353,77.355571
SLD_10165,Background,11.943025,76.40373
SLD_10166,Background,17.965673,73.295835
SLD_10167,Background,12.814173,74.900787
SLD_10168,Background,9.504302,76.4169
SLD_10169,Background,9.723882,77.333645
SLD_10170,Background,11.418986,76.409697
SLD_10171,Background,9.902666,77.508037
SLD_10172,Background,10.899114,76.66998
SLD_10173,Background,17.175585,74.170149
SLD_10174,Background,16.498396,74.187376
SLD_10175,Background,13.683029,74.698549
SLD_10176,Background,15.120899,74.111906
SLD_10177,Background,11.808311,76.233339
SLD_10178,Background,16.203232,73.843223
SLD_10179,Background,12.977788,75.232116
SLD_10180,Background,8.594485,77.206105
SLD_10181,Background,14.430722,75.392507
SLD_10182,Background,9.159918,77.01536
SLD_10183,Background,11.915631,76.116514
SLD_10184,Background,8.840426,77.594739
SLD_10185,Background,10.59562,77.413319
SLD_10186,Background,9.972506,76.794719
SLD_10187,Background,11.262256,76.074902
SLD_10188,Background,15.209257,74.364941
SLD_10189,Background,18.127128,73.808535
SLD_10190,Background,10.133457,77.780639
SLD_10191,Background,17.872951,73.934704
SLD_10192,Background,17.272957,73.307538
SLD_10193,Background,15.312832,74.664748
SLD_10194,Background,9.999791,77.346227
SLD_10195,Background,11.441375,76.999592
SLD_10196,Background,18.918087,73.565071
SLD_10197,Background,10.498279,77.603723
SLD_10198,Background,11.782698,76.241541
SLD_10199,Background,18.939552,73.555971
SLD_10200,Background,16.701094,74.198875
SLD_10201,Background,16.149798,74.475965
SLD_10202,Background,19.158528,74.053841
SLD_10203,Background,16.671782,73.994429
SLD_10204,Background,10.251336,76.153272
SLD_10205,Background,15.564399,74.477599
SLD_10206,Background,12.38751,76.19514
SLD_10207,Background,11.535814,76.874864
SLD_10208,Background,17.902165,73.833923
SLD_10209,Background,15.168907,74.907587
SLD_10210,Background,13.143875,75.959306
SLD_10211,Background,10.175171,76.736027
SLD_10212,Background,18.578891,73.04747
SLD_10213,Background,12.45066,76.136188
SLD_10214,Background,11.332672,76.613078
SLD_10215,Background,12.63763,76.171914
SLD_10216,Background,16.40491,73.559284
SLD_10217,Background,8.625624,77.565598
SLD_10218,Background,11.872126,76.167323
SLD_10219,Background,18.668695,73.373691
SLD_10220,Background,14.116537,75.059495
SLD_10221,Background,13.008335,76.14051
SLD_10222,Background,14.038625,75.249393
SLD_10223,Background,14.184288,75.590209
SLD_10224,Background,13.707099,75.783496
SLD_10225,Background,11.843647,76.523762
SLD_10226,Background,9.45451,77.630399
SLD_10227,Background,9.486853,76.524721
SLD_10228,Background,9.417475,76.756962
SLD_10229,Background,11.561627,76.552924
SLD_10230,Background,12.448791,76.422204
SLD_10231,Background,14.959078,75.191235
SLD_10232,Background,14.033521,75.614098
SLD_10233,Background,11.663483,76.195158
SLD_10234,Background,18.717884,73.838287
SLD_10235,Background,18.868658,73.735906
SLD_10236,Background,17.272184,73.765084
SLD_10237,Background,13.169899,75.548616
SLD_10238,Background,9.854308,76.632687
SLD_10239,Background,9.860249,77.335598
SLD_10240,Background,11.380995,75.966446
SLD_10241,Background,14.210017,75.553425
SLD_10242,Background,13.988789,75.346707
SLD_10243,Background,10.884314,76.657132
SLD_10244,Background,12.584401,75.207365
SLD_10245,Background,8.942729,77.744594
SLD_10246,Background,9.685378,77.345347
SLD_10247,Background,8.672888,77.590449
SLD_10248,Background,11.137827,77.382527
SLD_10249,Background,13.830961,75.5697
SLD_10250,Background,16.492238,74.458419
SLD_10251,Background,15.003563,74.240603
SLD_10252,Background,14.831658,75.161514
SLD_10253,Background,10.402174,76.760583
SLD_10254,Background,18.49144,74.091271
SLD_10255,Background,11.356449,77.011282
SLD_10256,Background,10.246184,77.391134
SLD_10257,Background,13.436528,75.686806
SLD_10258,Background,9.238162,76.747947
SLD_10259,Background,9.178444,76.828854
SLD_10260,Background,9.350317,77.159895
SLD_10261,Background,14.920941,75.301741
SLD_10262,Background,17.046608,73.419618
SLD_10263,Background,11.358337,77.045628
SLD_10264,Background,12.41076,76.299461
SLD_10265,Background,17.078898,74.189132
SLD_10266,Background,9.521941,77.496239
SLD_10267,Background,13.861,75.285376
SLD_10268,Background,9.625757,77.182325
SLD_10269,Background,12.486983,75.083326
SLD_10270,Background,14.172844,74.998869
SLD_10271,Background,11.879716,75.72384
SLD_10272,Background,13.018378,74.857548
SLD_10273,Background,16.456498,74.537691
SLD_10274,Background,11.901069,75.984756
SLD_10275,Background,18.853859,73.675741
SLD_10276,Background,17.643829,74.083655
SLD_10277,Background,12.568539,75.25802
SLD_10278,Background,16.875129,74.037211
SLD_10279,Background,15.58893,74.96597
SLD_10280,Background,18.016973,73.24935
SLD_10281,Background,10.466906,77.039982
SLD_10282,Background,17.938288,73.695523
SLD_10283,Background,18.798088,73.126974
SLD_10284,Background,18.588537,73.019316
SLD_10285,Background,15.408615,74.60516
SLD_10286,Background,14.043742,74.976823
SLD_10287,Background,15.506472,74.786777
SLD_10288,Background,14.582244,75.233248
SLD_10289,Background,13.003137,75.170037
SLD_10290,Background,14.066126,74.949174
SLD_10291,Background,17.645532,73.302395
SLD_10292,Background,14.458743,75.502782
SLD_10293,Background,18.445018,73.90157
SLD_10294,Background,9.783199,76.916796
SLD_10295,Background,14.180373,75.319928
SLD_10296,Background,15.526663,75.027221
SLD_10297,Background,9.73744,76.719709
SLD_10298,Background,17.098866,74.272006
SLD_10299,Background,16.979372,73.499271
SLD_10300,Background,10.942294,76.794656
SLD_10301,Background,11.817294,76.928276
SLD_10302,Background,9.254758,77.765983
SLD_10303,Background,10.003097,76.479107
SLD_10304,Background,13.000914,75.038949
SLD_10305,Background,10.961409,75.929251
SLD_10306,Background,11.183872,76.535125
SLD_10307,Background,14.789429,74.58483
SLD_10308,Background,14.284896,75.254997
SLD_10309,Background,15.061222,74.598892
SLD_10310,Background,10.348818,77.320264
SLD_10311,Background,8.989352,77.227733
