ID,Category,Latitude,Longitude
SLD_11001,Background,10.44826,77.614947
SLD_11002,Background,18.21264,73.968096
SLD_11003,Background,15.710923,74.405121
SLD_11004,Background,10.877,77.552001
SLD_11005,Background,8.794788,77.392203
SLD_11006,Background,10.686955,77.320099
SLD_11007,Background,13.583581,74.775728
SLD_11008,Background,16.533767,73.544169
SLD_11009,Background,14.100129,75.196579
SLD_11010,Background,16.228196,74.669749
SLD_11011,Background,15.258898,74.554869
SLD_11012,Background,11.646654,76.167363
SLD_11013,Background,18.931403,72.956933
SLD_11014,Background,15.264678,75.088373
SLD_11015,Background,15.284475,75.203035
SLD_11016,Background,12.064024,76.44034
SLD_11017,Background,11.611983,75.694909
SLD_11018,Background,14.719978,74.291576
SLD_11019,Background,17.123537,73.756984
SLD_11020,Background,16.015287,74.396996
SLD_11021,Background,12.658554,76.377805
SLD_11022,Background,14.499955,75.182957
SLD_11023,Background,13.721064,75.124912
SLD_11024,Background,10.879466,76.503847
SLD_11025,Background,16.520394,73.655143
SLD_11026,Background,12.317777,76.313694
SLD_11027,Background,15.539648,74.785154
SLD_11028,Background,13.313728,74.770369
SLD_11029,Background,14.058188,75.190798
SLD_11030,Background,10.800752,77.057427
SLD_11031,Background,9.343108,77.26825
SLD_11032,Background,15.248231,74.566807
SLD_11033,Background,9.130733,76.996609
SLD_11034,Background,18.962004,73.819713
SLD_11035,Background,12.267145,76.583285
SLD_11036,Background,18.464526,73.477274
SLD_11037,Background,17.611983,73.871216
SLD_11038,Background,14.938675,74.616699
SLD_11039,Background,13.471018,75.90238
SLD_11040,Background,12.646978,75.053329
SLD_11041,Background,16.692562,74.386102
SLD_11042,Background,9.929499,76.38735
SLD_11043,Background,15.538214,73.798304
SLD_11044,Background,14.854441,74.199254
SLD_11045,Background,16.202739,74.480783
SLD_11046,Background,15.172714,74.050737
SLD_11047,Background,17.545534,73.563156
SLD_11048,Background,15.126334,73.969077
SLD_11049,Background,9.730828,76.295964
SLD_11050,Background,13.618365,75.161362
SLD_11051,Background,18.703932,73.223749
SLD_11052,Background,19.219746,74.010066
SLD_11053,Background,15.2759,73.920609
SLD_11054,Background,14.97032,75.274858
SLD_11055,Background,14.823966,75.167689
SLD_11056,Background,8.693149,77.466806
SLD_11057,Background,13.077963,75.151656
SLD_11058,Background,17.817692,73.336738
SLD_11059,Background,11.734994,76.951681
SLD_11060,Background,18.426996,72.965988
SLD_11061,Background,13.027098,74.792998
SLD_11062,Background,10.183945,76.250877
SLD_11063,Background,13.205389,75.488089
SLD_11064,Background,8.746625,77.236014
SLD_11065,Background,17.692794,73.924572
SLD_11066,Background,11.87168,75.707624
SLD_11067,Background,13.99469,74.584107
SLD_11068,Background,11.326443,77.082993
SLD_11069,Background,15.044098,74.211539
SLD_11070,Background,13.75799,74.799557
SLD_11071,Background,14.851822,74.962354
SLD_11072,Background,18.298756,74.044093
SLD_11073,Background,10.644302,76.093627
SLD_11074,Background,15.768659,74.712869
SLD_11075,Background,10.362119,77.311277
SLD_11076,Background,11.083142,77.497928
SLD_11077,Background,11.587709,76.236535
SLD_11078,Background,16.502059,74.44162
SLD_11079,Background,17.289155,73.994632
SLD_11080,Background,10.303991,77.571399
SLD_11081,Background,16.793813,74.321488
SLD_11082,Background,12.933316,75.597612
SLD_11083,Background,11.552037,76.116511
SLD_11084,Background,15.391915,74.480065
SLD_11085,Background,13.063115,76.039957
SLD_11086,Background,13.106474,75.908109
SLD_11087,Background,17.318979,74.193668
SLD_11088,Background,11.289578,76.313675
SLD_11089,Background,9.738126,77.502049
