ID,Category,Latitude,Longitude
SLD_01001,Landslide,9.92677,76.954112
SLD_01002,Landslide,9.926836,77.123159
SLD_01003,Landslide,9.927042,76.953977
SLD_01004,Landslide,9.927923,77.135537
SLD_01005,Landslide,9.928277,76.939113
SLD_01006,Landslide,9.928599,77.121639
SLD_01007,Landslide,9.928786,76.938506
SLD_01008,Landslide,9.929028,76.966972
SLD_01009,Landslide,9.929417,77.123704
SLD_01010,Landslide,9.929568,77.152422
SLD_01011,Landslide,9.930246,76.953367
SLD_01012,Landslide,9.931077,76.937972
SLD_01013,Landslide,9.932653,76.982092
SLD_01014,Landslide,9.932914,76.9438
SLD_01015,Landslide,9.933582,77.111196
SLD_01016,Landslide,9.933787,76.950753
SLD_01017,Landslide,9.9344,76.9811
SLD_01018,Landslide,9.934419,76.971294
SLD_01019,Landslide,9.93442,76.98117
SLD_01020,Landslide,9.9352,76.9791
SLD_01021,Landslide,9.93528,76.97919
SLD_01022,Landslide,9.935336,76.980959
SLD_01023,Landslide,9.935454,76.97476
SLD_01024,Landslide,9.935634,76.974861
SLD_01025,Landslide,9.936413,76.979233
SLD_01026,Landslide,9.937473,77.218058
SLD_01027,Landslide,9.937797,76.962022
SLD_01028,Landslide,9.9378,76.964606
SLD_01029,Landslide,9.937847,76.973592
SLD_01030,Landslide,9.93918,77.106391
SLD_01031,Landslide,9.939357,77.10125
SLD_01032,Landslide,9.939576,77.103831
SLD_01033,Landslide,9.939981,76.973256
SLD_01034,Landslide,9.940399,76.93293
SLD_01035,Landslide,9.942178,76.95499
SLD_01036,Landslide,9.942424,76.942242
SLD_01037,Landslide,9.947447,76.949208
SLD_01038,Landslide,9.947797,76.950003
SLD_01039,Landslide,9.947933,76.950583
SLD_01040,Landslide,9.949067,77.13799
SLD_01041,Landslide,9.949088,77.169845
SLD_01042,Landslide,9.949778,76.917913
SLD_01043,Landslide,9.949889,76.91754
SLD_01044,Landslide,9.949909,77.133528
SLD_01045,Landslide,9.950146,76.919921
SLD_01046,Landslide,9.9509,77.0795
SLD_01047,Landslide,9.952,77.0521
SLD_01048,Landslide,9.95203,77.02511
SLD_01049,Landslide,9.953476,76.942736
SLD_01050,Landslide,9.953572,76.941889
SLD_01051,Landslide,9.953967,76.974239
SLD_01052,Landslide,9.954503,76.973072
SLD_01053,Landslide,9.954856,76.938605
SLD_01054,Landslide,9.954884,77.078382
SLD_01055,Landslide,9.955435,76.908846
SLD_01056,Landslide,9.95547,77.148699
SLD_01057,Landslide,9.955556,76.936375
SLD_01058,Landslide,9.955812,76.982186
SLD_01059,Landslide,9.956065,76.936058
SLD_01060,Landslide,9.9563,76.980757
SLD_01061,Landslide,9.956363,76.98074
SLD_01062,Landslide,9.956879,77.120527
SLD_01063,Landslide,9.956893,76.927282
SLD_01064,Landslide,9.957552,77.078162
SLD_01065,Landslide,9.957787,77.132604
SLD_01066,Landslide,9.957836,77.120715
SLD_01067,Landslide,9.958153,77.07605
SLD_01068,Landslide,9.958791,77.125526
SLD_01069,Landslide,9.95888,77.129958
SLD_01070,Landslide,9.959079,77.129877
SLD_01071,Landslide,9.959758,76.908442
SLD_01072,Landslide,9.960342,76.91057
SLD_01073,Landslide,9.960538,76.877735
SLD_01074,Landslide,9.964256,77.068385
SLD_01075,Landslide,9.964275,76.947147
SLD_01076,Landslide,9.964335,77.05862
SLD_01077,Landslide,9.96618,76.906191
SLD_01078,Landslide,9.966436,77.063839
SLD_01079,Landslide,9.966702,77.157571
SLD_01080,Landslide,9.966883,76.984058
SLD_01081,Landslide,9.96775,77.02686
SLD_01082,Landslide,9.968324,77.062493
SLD_01083,Landslide,9.969144,76.8991
SLD_01084,Landslide,9.969343,76.983945
SLD_01085,Landslide,9.970397,77.159209
SLD_01086,Landslide,9.970695,76.858999
SLD_01087,Landslide,9.970847,76.894622
SLD_01088,Landslide,9.971439,76.894081
SLD_01089,Landslide,9.972692,76.936361
SLD_01090,Landslide,9.973051,76.856386
SLD_01091,Landslide,9.973333,76.856105
SLD_01092,Landslide,9.9737,76.9992
SLD_01093,Landslide,9.973705,76.85898
SLD_01094,Landslide,9.974,76.9968
SLD_01095,Landslide,9.974056,76.829891
SLD_01096,Landslide,9.975343,76.996319
SLD_01097,Landslide,9.975411,76.838334
SLD_01098,Landslide,9.975805,77.021799
SLD_01099,Landslide,9.975963,76.838301
SLD_01100,Landslide,9.976442,76.927433
SLD_01101,Landslide,9.977168,76.998054
SLD_01102,Landslide,9.979038,76.842868
SLD_01103,Landslide,9.979038,76.842868
