ID,Category,Latitude,Longitude
SLD_02001,Landslide,10.228528,77.636694
SLD_02002,Landslide,10.23,77.2
SLD_02003,Landslide,10.23,77.2
SLD_02004,Landslide,10.23,76.94
SLD_02005,Landslide,10.23,76.94
SLD_02006,Landslide,10.230444,77.640361
SLD_02007,Landslide,10.231833,77.642778
SLD_02008,Landslide,10.231861,77.350194
SLD_02009,Landslide,10.231972,77.644389
SLD_02010,Landslide,10.233333,77.640444
SLD_02011,Landslide,10.233778,77.565056
SLD_02012,Landslide,10.235917,77.509972
SLD_02013,Landslide,10.236556,77.512194
SLD_02014,Landslide,10.236778,77.640111
SLD_02015,Landslide,10.237,77.554806
SLD_02016,Landslide,10.238875,77.523114
SLD_02017,Landslide,10.2389,77.4958
SLD_02018,Landslide,10.239389,77.350889
SLD_02019,Landslide,10.239417,77.519611
SLD_02020,Landslide,10.239444,77.519972
SLD_02021,Landslide,10.240167,77.37825
SLD_02022,Landslide,10.240769,77.5049
SLD_02023,Landslide,10.240806,77.366222
SLD_02024,Landslide,10.241139,77.528889
SLD_02025,Landslide,10.241372,77.504561
SLD_02026,Landslide,10.241861,77.527833
SLD_02027,Landslide,10.242028,77.527361
SLD_02028,Landslide,10.2422,77.5237
SLD_02029,Landslide,10.243444,77.33425
SLD_02030,Landslide,10.245033,77.643522
SLD_02031,Landslide,10.246278,77.557194
SLD_02032,Landslide,10.246556,77.556861
SLD_02033,Landslide,10.246922,76.477153
SLD_02034,Landslide,10.248917,77.52025
SLD_02035,Landslide,10.249,77.49075
SLD_02036,Landslide,10.249417,77.490833
SLD_02037,Landslide,10.249722,77.333611
SLD_02038,Landslide,10.249944,77.491806
SLD_02039,Landslide,10.25,77.21
SLD_02040,Landslide,10.250417,77.188778
SLD_02041,Landslide,10.250556,77.412556
SLD_02042,Landslide,10.251528,77.187472
SLD_02043,Landslide,10.251778,77.32975
SLD_02044,Landslide,10.252194,77.187583
SLD_02045,Landslide,10.252222,77.333056
SLD_02046,Landslide,10.252306,77.522833
SLD_02047,Landslide,10.253,77.194667
SLD_02048,Landslide,10.253194,77.187083
SLD_02049,Landslide,10.253611,77.524139
SLD_02050,Landslide,10.253694,77.175222
SLD_02051,Landslide,10.254028,77.5245
SLD_02052,Landslide,10.254944,77.186528
SLD_02053,Landslide,10.255056,77.528611
SLD_02054,Landslide,10.255194,77.483361
SLD_02055,Landslide,10.255556,77.177972
SLD_02056,Landslide,10.256417,77.332389
SLD_02057,Landslide,10.256639,77.531139
SLD_02058,Landslide,10.257167,77.185639
SLD_02059,Landslide,10.257556,77.531556
SLD_02060,Landslide,10.257667,77.491278
SLD_02061,Landslide,10.257889,77.373028
SLD_02062,Landslide,10.257944,77.492139
SLD_02063,Landslide,10.258028,77.491778
SLD_02064,Landslide,10.258056,77.3315
